anio,observaciones,ocupados,ocupados_con_correspondencia_4d,cobertura_4d,exposicion_promedio_4d,participacion_expuesta_g1_g4,participacion_alta_g3_g4,participacion_gradiente_4,participacion_sin_correspondencia_4d
2025,347184,22955397.578819677,22149436.630936086,0.9648901333502832,0.2640261036182853,0.25435457402357853,0.08011915145890933,0.02917970030851901,0.035109866649716825
