oficio_c8_4d,oficio_c8_label,occupation_name_isco08,grupo_exposicion_4d,ocupados,observaciones,exposicion_promedio_4d,desviacion_tareas_4d,participacion_empleo
2652,"Compositores, músicos y cantantes","Musicians, Singers and Composers",Not Exposed,30497.927525254247,489,0.28,0.09,0.0013285732656355233
2635,Profesionales del trabajo social y consejeros,Social Work and Counselling Professionals,Not Exposed,29848.881531669227,620,0.28,0.1,0.0013002990442304507
2264,Fisioterapeutas,Physiotherapists,Minimal Exposure,27891.63328485264,508,0.28,0.14,0.001215035949130652
3112,Técnicos en ingeniería civil,Civil Engineering Technicians,Not Exposed,12771.51740415603,197,0.28,0.07,0.000556362283001361
8212,Ensambladores de equipos eléctricos y electrónicos,Electrical and Electronic Equipment Assemblers,Minimal Exposure,7418.458493712006,92,0.28,0.19,0.00032316837328737083
2352,Profesores de educación especial e inclusiva,Special Needs Teachers,Not Exposed,2570.441904179634,30,0.28,0.1,0.00011197549052913425
3117,Técnicos de minas y metalurgia,Mining and metallurgical technicians,Not Exposed,1832.6206873195265,34,0.28,0.06,7.983397721721168e-05
8171,Operadores de instalaciones para la preparación de papel y de pasta para papel,Pulp and Papermaking Plant Operators,Minimal Exposure,1375.1405473412487,14,0.28,0.14,5.990488914947191e-05
3131,Operadores de plantas de producción de energía,Power Production Plant Operators,Not Exposed,813.6900521948401,23,0.28,0.11,3.544656760576474e-05
1311,Directores de producción agropecuaria y silvicultura,Agricultural and Forestry Production Managers,Minimal Exposure,123804.13035509756,2054,0.27,0.13,0.005393247053552593
2212,Médicos especialistas,Specialist Medical Practitioners,Not Exposed,46770.78895293054,672,0.27,0.12,0.002037463685494373
3113,Electrotécnicos,Electrical Engineering Technicians,Not Exposed,40711.37922674709,673,0.27,0.05,0.0017734991993477987
5153,Conserjes y afines,Building Caretakers,Minimal Exposure,7855.246435563352,132,0.27,0.16,0.00034219605252279207
3132,"Operadores de incineradores, instalaciones de tratamiento de agua y afines",Incinerator and Water Treatment Plant Operators,Not Exposed,6408.6692110784525,105,0.27,0.09,0.00027917918603124337
8211,Ensambladores de maquinaria mecánica,Mechanical Machinery Assemblers,Minimal Exposure,3553.8727054337182,51,0.27,0.17,0.0001548164301328756
3153,Pilotos de aviación y afines,Aircraft Pilots and Related Associate Professionals,Not Exposed,3386.1862972516346,30,0.27,0.05,0.00014751155085094135
8132,Operadores de máquinas para fabricar productos fotográficos,Photographic Products Machine Operators,Not Exposed,95.30126926201805,3,0.27,0.06,4.1515843467660066e-06
2341,Profesores de educación primaria,Primary School Teachers,Not Exposed,169832.4843223709,3344,0.26,0.09,0.007398368237327796
3115,Técnicos en ingeniería mecánica,Mechanical Engineering Technicians,Not Exposed,31058.850798351334,394,0.26,0.08,0.0013530086199425486
5132,Bármanes,Bartenders,Not Exposed,21924.642639206875,418,0.26,0.12,0.0009550974912948643
3142,Técnicos agropecuarios,Agricultural Technicians,Not Exposed,12519.061142445193,146,0.26,0.09,0.0005453645966905923
3111,Técnicos en ciencias físicas y químicas,Chemical and Physical Science Technicians,Not Exposed,5959.2342316157865,89,0.26,0.09,0.00025960056719358287
3119,Técnicos en ciencias físicas y en ingeniería no clasificados en otros grupos primarios,Physical and Engineering Science Technicians Not Elsewhere Classified,Not Exposed,4914.862437371651,57,0.26,0.05,0.000214104871000207
8121,Operadores de instalaciones de procesamiento de metales,Metal Processing Plant Operators,Not Exposed,3937.81555473767,44,0.26,0.1,0.000171542032378955
8321,Conductores de motocicletas,Motorcycle Drivers,Minimal Exposure,509597.8902230916,9818,0.25,0.17,0.022199480033980493
5322,Trabajadores de los cuidados personales a domicilio,Home-based Personal Care Workers,Minimal Exposure,77883.25575817715,1191,0.25,0.18,0.0033928079655670142
2221,Profesionales de enfermería,Nursing Professionals,Not Exposed,30512.934290812085,639,0.25,0.13,0.0013292270014510898
3434,Chefs,Chefs,Not Exposed,23510.54099226417,388,0.25,0.06,0.0010241835677878527
3423,Instructores de educación física y actividades recreativas,Fitness and Recreation Instructors and Programme Leaders,Not Exposed,20727.549057493263,383,0.25,0.07,0.0009029488156902152
5112,Revisores y cobradores de los transportes públicos,Transport Conductors,Minimal Exposure,14319.438103841858,195,0.25,0.17,0.0006237939488817225
7322,Impresores,Printers,Not Exposed,13908.6923235001,168,0.25,0.11,0.0006059007375386638
7421,Ajustadores e instaladores en electrónica,Electronics Mechanics and Servicers,Not Exposed,10181.667144464227,155,0.25,0.13,0.00044354131134102315
5241,"Modelos de moda, arte y publicidad",Fashion and Other Models,Not Exposed,3384.8235508495877,34,0.25,0.06,0.00014745218588471204
8332,Conductores de camiones y vehículos pesados,Heavy Truck and Lorry Drivers,Minimal Exposure,283524.85932246316,3981,0.24,0.22,0.012351119528596789
5246,Vendedores de comidas en mostrador,Food Service Counter Attendants,Not Exposed,68352.96112412546,1253,0.24,0.13,0.0029776422250770724
7422,Instaladores y reparadores en tecnología de la información y las comunicaciones,Information and Communications Technology Installers and Servicers,Not Exposed,58929.00114665802,913,0.24,0.14,0.0025671087135092883
5245,Expendedores de combustibles para vehículos,Service Station Attendants,Minimal Exposure,39484.395985208925,556,0.24,0.16,0.0017200484482847774
3257,"Inspectores de seguridad, salud ocupacional, medioambiental y afines",Environmental and Occupational Health Inspectors and Associates,Not Exposed,36636.0134805404,492,0.24,0.04,0.0015959651038387353
5312,Auxiliares de maestros,Teachers' Aides,Not Exposed,21609.578663994118,366,0.24,0.14,0.000941372441483335
8131,Operadores de plantas y máquinas de productos químicos,Chemical Products Plant and Machine Operators,Not Exposed,20566.715808185905,203,0.24,0.07,0.0008959424787816463
2266,Fonoaudiólogos y terapeutas del lenguaje,Audiologists and Speech Therapists,Not Exposed,5511.4688291092825,121,0.24,0.04,0.0002400946797015864
2267,Optómetras,Optometrists and Ophthalmic Opticians,Not Exposed,4846.709311740389,70,0.24,0.07,0.00021113593415660623
3254,Técnicos en optometría y ópticas,Dispensing Opticians,Not Exposed,543.7357433018847,5,0.24,0.07,2.3686618427535967e-05
3355,Inspectores de policía y detectives,Police Inspectors and Detectives,Not Exposed,9388.8179980986,191,0.23,0.07,0.0004090026306824417
8114,Operadores de máquinas para fabricar cemento y otros productos minerales,"Cement, Stone and Other Mineral Products Machine Operators",Not Exposed,7626.012906476788,89,0.23,0.11,0.00033221001205891126
2240,Paramédicos e instrumentadores quirúrgicos,Paramedical Practitioners,Not Exposed,7079.238554823557,129,0.23,0.13,0.00030839102352796444
3421,Atletas y deportistas,Athletes and Sports Players,Not Exposed,2723.838377968583,33,0.23,0.11,0.00011865786112464437
3151,Oficiales maquinistas en navegación,Ships' Engineers,Not Exposed,2655.3269063629955,32,0.23,0.05,0.0001156733137487888
1113,Jefes de comunidades étnicas,Traditional Chiefs and Heads of Villages,Not Exposed,521.8209489751972,5,0.23,0.1,2.273194995571182e-05
5212,Vendedores ambulantes de alimentos preparados para consumo inmediato,Street Food Salespersons,Not Exposed,237436.93990301964,4320,0.22,0.11,0.010343403510558069
7513,Operarios de la elaboración de productos lácteos,Dairy Products Makers,Not Exposed,22455.105444712495,262,0.22,0.17,0.0009782059041935833
5151,"Supervisores  de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos","Cleaning and Housekeeping Supervisors in Offices, Hotels and Other Establishments",Not Exposed,12878.235335888457,188,0.22,0.1,0.0005610112084388752
8183,"Operadores de máquinas de embalaje, embotellamiento y etiquetado","Packing, Bottling and Labelling Machine Operators",Not Exposed,11154.677897576456,128,0.22,0.01,0.00048592832510418267
3221,Técnicos y profesionales del nivel medio en enfermería,Nursing Associate Professionals,Minimal Exposure,8121.259136757163,135,0.22,0.21,0.00035378429447244377
7323,Encuadernadores y afines,Print Finishing and Binding Workers,Not Exposed,7206.527349696235,73,0.22,0.09,0.0003139360721134058
3253,Trabajadores comunitarios de la salud,Community Health Workers,Not Exposed,6779.508362631497,105,0.22,0.08,0.00029533395530847897
3211,Técnicos en aparatos de diagnóstico y tratamiento médico,Medical Imaging and Therapeutic Equipment Technicians,Not Exposed,5803.953166416306,114,0.22,0.03,0.00025283609863378955
5111,Personal de servicio a pasajeros,Travel Attendants and Travel Stewards,Not Exposed,4037.0100035637884,52,0.22,0.1,0.0001758632142920769
6221,Trabajadores de explotaciones de acuicultura,Aquaculture Workers,Not Exposed,3726.771233860284,47,0.22,0.15,0.0001623483636501628
7523,Ajustadores y operadores de máquinas para trabajar madera,Woodworking Machine Tool Setters and Operators,Not Exposed,2773.819483441969,35,0.22,0.16,0.00012083517499175433
3258,Técnicos en atención prehospitalaria,Ambulance Workers,Not Exposed,2077.0775710738153,14,0.22,0.17,9.048318871158556e-05
7521,Operarios del tratamiento de la madera,Wood Treaters,Not Exposed,1080.1725827470395,14,0.22,0.15,4.70552766092662e-05
6123,Criadores y trabajadores calificados de la apicultura y la sericicultura,Apiarists and Sericulturists,Not Exposed,495.47883587040144,11,0.22,0.11,2.158441535020793e-05
1312,Directores de producción de piscicultura y pesca,Aquaculture and Fisheries Production Managers,Not Exposed,131.23412955915592,4,0.22,0.08,5.716918171795992e-06
5162,Acompañantes,Companions and Valets,Not Exposed,41.39872281028825,3,0.22,0.05,1.8034417686795253e-06
2342,Profesores de primera infancia,Early Childhood Educators,Not Exposed,62386.81669425414,1083,0.21,0.05,0.002717740630718449
7127,Mecánicos montadores de aire acondicionado y refrigeración,Air Conditioning and Refrigeration Mechanics,Not Exposed,13928.17342876115,269,0.21,0.11,0.0006067493878482113
9331,Conductores de vehículos accionados a pedal o a brazo,Hand and Pedal Vehicle Drivers,Not Exposed,12954.221747294354,151,0.21,0.08,0.0005643213846684522
5169,Otros trabajadores de servicios personales no clasificados en otros grupos primarios,Personal Services Workers Not Elsewhere Classified,Not Exposed,10824.56116452695,166,0.21,0.07,0.00047154753592743167
8154,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos","Bleaching, Dyeing and Fabric Cleaning Machine Operators",Not Exposed,8683.98986428067,93,0.21,0.15,0.0003782983864454237
2651,"Escultores, pintores artísticos y afines",Visual Artists,Not Exposed,7997.379356745836,147,0.21,0.04,0.00034838775191263954
7213,Chapistas y caldereros,Sheet Metal Workers,Not Exposed,6862.72675365753,101,0.21,0.09,0.0002989591763807908
7311,Mecánicos y reparadores de instrumentos de precisión,Precision-instrument Makers and Repairers,Not Exposed,4762.1329748665685,75,0.21,0.08,0.00020745155724335873
8112,Operadores de instalaciones de procesamiento de minerales y rocas,Mineral and Stone Processing Plant Operators,Not Exposed,4488.09230102755,43,0.21,0.1,0.00019551359481434515
3143,Técnicos forestales,Forestry Technicians,Not Exposed,569.1199812428657,11,0.21,0.07,2.4792425367007248e-05
5414,Guardias de seguridad,Security Guards,Not Exposed,500724.62915557896,7551,0.2,0.09,0.02181293647545377
9520,Vendedores ambulantes (excluyendo comidas de preparación inmediata),Street Vendors (excluding Food),Not Exposed,200865.8210312273,3585,0.2,0.1,0.008750265393641482
9321,Empacadores manuales,Hand Packers,Not Exposed,113232.17997072083,1229,0.2,0.05,0.00493270393518242
9334,Surtidores de estanterías,Shelf Fillers,Not Exposed,37300.872701968576,616,0.2,0.1,0.0016249281927656562
8344,Operadores de montacargas,Lifting Truck Operators,Not Exposed,26799.21366109902,314,0.2,0.1,0.0011674471578669552
2269,Otros profesionales de la salud no clasificados en otros grupos primarios,Health Professionals Not Elsewhere Classified,Not Exposed,15004.437472469412,244,0.2,0.08,0.0006536343977903306
5152,Mayordomos domésticos,Domestic Housekeepers,Not Exposed,14016.809202655268,108,0.2,0.1,0.0006106106049580338
7222,Herramentistas y afines,Toolmakers and Related Workers,Not Exposed,13370.130155050561,217,0.2,0.1,0.0005824394942036124
5419,Personal de los servicios de protección no clasificados en otros grupos primarios,Protective Services Workers Not Elsewhere Classified,Not Exposed,7128.577314323568,96,0.2,0.05,0.000310540355044903
6129,"Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otros grupos primarios",Animal Producers Not Elsewhere Classified,Not Exposed,5927.403433094178,46,0.2,0.14,0.00025821393041622733
5165,Instructores de conducción,Driving Instructors,Not Exposed,5355.860780938179,89,0.2,0.03,0.0002333159668678484
8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales","Metal Finishing, Plating and Coating Machine Operators",Not Exposed,4680.670638314796,60,0.2,0.04,0.00020390283471428627
8311,Maquinistas de locomotoras,Locomotive Engine Drivers,Not Exposed,2053.3653082342876,21,0.2,0.08,8.945021758755649e-05
8182,Operadores de máquinas de vapor y calderas,Steam Engine and Boiler Operators,Not Exposed,516.672058271253,10,0.2,0.04,2.2507650172348675e-05
3222,Técnicos y profesionales del nivel medio en partería,Midwifery Associate Professionals,Not Exposed,59.690546682381644,1,0.2,0.07,2.60028372313867e-06
5311,Cuidadores de niños,Child Care Workers,Not Exposed,153735.6833911109,2289,0.19,0.09,0.006697147494973412
7411,Electricistas de obras y afines,Building and Related Electricians,Not Exposed,119593.79710925609,1834,0.19,0.06,0.005209833404044461
6122,Avicultores y trabajadores calificados de la avicultura,Poultry Producers,Not Exposed,60108.20334045595,621,0.19,0.1,0.0026184779912466496
6130,Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado,Mixed Crop and Animal Producers,Not Exposed,9048.252732785997,93,0.19,0.11,0.00039416667481876136
7315,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio","Glass Makers, Cutters, Grinders and Finishers",Not Exposed,3661.732714140099,39,0.19,0.06,0.00015951510757185406
7232,Mecánicos y reparadores de sistemas y motores de aeronaves,Aircraft Engine Mechanics and Repairers,Not Exposed,2914.3442188232293,42,0.19,0.07,0.0001269568174028149
3230,Técnicos y profesionales del nivel medio en medicina tradicional y alternativa,Traditional and Complementary Medicine Associate Professionals,Not Exposed,2698.0563677962887,32,0.19,0.11,0.00011753472613716402
8113,Perforadores y sondistas de pozos y afines,Well Drillers and Borers and Related Workers,Not Exposed,1956.1208109113952,35,0.19,0.12,8.521398090339567e-05
2653,Coreógrafos y bailarines,Dancers and Choreographers,Not Exposed,1367.7175312386553,27,0.19,0.1,5.958152223425706e-05
5120,Cocineros,Cooks,Not Exposed,370623.87365607324,5722,0.18,0.06,0.016145391182335166
6111,Agricultores y trabajadores calificados de cultivos extensivos,Field Crop and Vegetable Growers,Not Exposed,340084.3626555051,2848,0.18,0.12,0.014815006426605815
7231,Mecánicos y reparadores de vehículos de motor,Motor Vehicle Mechanics and Repairers,Not Exposed,283604.30363847676,4798,0.18,0.04,0.012354580340623277
5142,Especialistas en tratamientos de belleza y afines,Beauticians and Related Workers,Not Exposed,220474.9010960782,3852,0.18,0.19,0.009604490636202459
9411,Cocineros de comidas rápidas,Fast Food Preparers,Not Exposed,177209.69940801588,3029,0.18,0.05,0.007719739934782156
6113,"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines","Gardeners, Horticultural and Nursery Growers",Not Exposed,133090.6691759687,1264,0.18,0.11,0.005797794123102789
8331,"Conductores de buses, microbuses y tranvías",Bus and Tram Drivers,Not Exposed,111363.17534933025,1644,0.18,0.06,0.004851284974130966
7126,Fontaneros e instaladores de tuberías,Plumbers and Pipe Fitters,Not Exposed,57179.69907475995,774,0.18,0.1,0.002490904323413597
9612,Clasificadores de desechos,Refuse Sorters,Not Exposed,43429.25653265051,662,0.18,0.11,0.0018918973798441854
9510,Trabajadores ambulantes de servicios y afines,Street and Related Service Workers,Not Exposed,25439.256860244393,384,0.18,0.09,0.0011082037143071094
7534,"Tapiceros, colchoneros y afines",Upholsterers and Related Workers,Not Exposed,24649.54242674355,389,0.18,0.09,0.0010738015903278021
7223,Ajustadores y operadores de máquinas herramientas,Metal Working Machine Tool Setters and Operators,Not Exposed,19931.761205054838,275,0.18,0.05,0.0008682821169451377
6223,Pescadores de alta mar,Deep-sea Fishery Workers,Not Exposed,14465.80516945509,183,0.18,0.07,0.0006301700992015184
7314,Alfareros y ceramistas (barro y arcilla),Potters and Related Workers,Not Exposed,13993.33477721893,176,0.18,0.07,0.000609587994682793
8143,Operadores de máquinas para fabricar productos de papel,Paper Products Machine Operators,Not Exposed,12424.158697894847,123,0.18,0.02,0.0005412303862407629
8343,"Operadores de grúas, aparatos elevadores y afines","Crane, hoist and related plant operators",Not Exposed,9804.807537663717,172,0.18,0.03,0.00042712427454144147
5411,Bomberos y rescatistas,Fire Fighters,Not Exposed,7196.027037402065,127,0.18,0.1,0.00031347864974648243
7316,"Rotulistas, pintores decorativos y grabadores","Sign Writers, Decorative Painters, Engravers and Etchers",Not Exposed,6788.876834580496,93,0.18,0.08,0.0002957420716095289
3214,Técnicos de prótesis médicas y dentales,Medical and Dental Prosthetic Technicians,Not Exposed,6219.596244619754,101,0.18,0.05,0.0002709426496868173
8141,Operadores de máquinas para fabricar productos de caucho,Rubber Products Machine Operators,Not Exposed,2612.6517381415533,27,0.18,0.05,0.00011381426652144663
6112,Agricultores y trabajadores calificados de plantaciones de árboles y arbustos,Tree and Shrub Crop Growers,Not Exposed,265577.07268912403,2113,0.17,0.11,0.011569264778675181
5141,Peluqueros,Hairdressers,Not Exposed,208233.76320235245,3670,0.17,0.18,0.009071233137538166
6121,Criadores de ganado y trabajadores de la cría de animales domésticos (excepto aves de corral),Livestock and Dairy Producers,Not Exposed,182608.59825950343,1826,0.17,0.1,0.007954930757896845
7512,"Panaderos, pasteleros y confiteros","Bakers, Pastry-cooks and Confectionery Makers",Not Exposed,131486.40266696326,1970,0.17,0.08,0.0057279078794210125
8111,Mineros y operadores de instalaciones mineras,Miners and Quarriers,Not Exposed,92903.3104468306,774,0.17,0.11,0.0040471226920743885
7412,Ajustadores electricistas,Electrical Mechanics and Fitters,Not Exposed,87022.670197954,1443,0.17,0.05,0.003790945894060552
6222,Pescadores de agua dulce y en aguas costeras,Inland and Coastal Waters Fishery Workers,Not Exposed,83330.29827791275,946,0.17,0.1,0.0036300960587500064
7233,Mecánicos y reparadores de máquinas agrícolas e industriales,Agricultural and Industrial Machinery Mechanics and Repairers,Not Exposed,66268.01535432065,825,0.17,0.04,0.002886816276075495
7536,Zapateros y afines,Shoemakers and Related Workers,Not Exposed,58808.32219719127,1101,0.17,0.06,0.002561851607896006
8142,Operadores de máquinas para fabricar productos de material plástico,Plastic Products Machine Operators,Not Exposed,47865.35917489113,461,0.17,0.05,0.0020851461627070748
7221,Herreros y forjadores,"Blacksmiths, Hammersmiths and Forging Press Workers",Not Exposed,46959.53849952829,826,0.17,0.05,0.002045686132783715
6114,Agricultores y trabajadores calificados de cultivos mixtos,Mixed Crop Growers,Not Exposed,28918.53358060287,264,0.17,0.12,0.001259770538990151
2636,Profesionales religiosos,Religious Professionals,Not Exposed,20998.302928246012,356,0.17,0.12,0.0009147435959732876
7532,"Patronistas y cortadores de tela, cuero y afines",Garment and Related Patternmakers and Cutters,Not Exposed,19826.771038469327,188,0.17,0.04,0.0008637084576902711
8181,Operadores de máquinas y de instalaciones para elaborar productos de vidrio y cerámica,Glass and Ceramics Plant Operators,Not Exposed,13105.630970669463,125,0.17,0.06,0.0005709171851922823
5163,Personal de servicios funerarios y embalsamadores,Undertakers and Embalmers,Not Exposed,1914.2312421436013,39,0.17,0.17,8.33891565402383e-05
3255,Técnicos y asistentes terapeutas,Physiotherapy Technicians and Assistants,Not Exposed,1460.8583979045434,29,0.17,0.07,6.363899352596872e-05
7224,Pulidores de metales y afiladores de herramientas,"Metal Polishers, Wheel Grinders and Tool Sharpeners",Not Exposed,1207.829202871298,16,0.17,0.05,5.261634867024605e-05
8312,"Guardafrenos, guardagujas y agentes de maniobras","Railway Brake, Signal and Switch Operators",Not Exposed,359.7045206749573,4,0.17,0.04,1.5669714255214942e-05
7522,Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca),Cabinet-makers and Related Workers,Not Exposed,84924.53690378589,1401,0.16,0.06,0.00369954546037327
8156,Operadores de máquinas para la fabricación de calzado y afines,Shoemaking and Related Machine Operators,Not Exposed,11876.941188553856,140,0.16,0.02,0.0005173920925470002
8157,Operadores de máquinas de lavandería,Laundry Machine Operators,Not Exposed,6219.678653259228,84,0.16,0.03,0.00027094623963289387
3251,Higienistas y asistentes odontologícos,Dental Assistants and Therapists,Not Exposed,6088.499233559581,98,0.16,0.1,0.0002652317047724442
8152,Operadores de telares y otras máquinas tejedoras,Weaving and Knitting Machine Operators,Not Exposed,5214.932697315077,58,0.16,0.03,0.0002271767535024858
8159,Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados en otros grupos primarios,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified",Not Exposed,1994.4377895318953,18,0.16,0.01,8.688317345338025e-05
7541,Buzos,Underwater Divers,Not Exposed,60.131059789304786,2,0.16,0.09,2.6194736807689224e-06
8153,Operadores de máquinas de coser,Sewing Machine Operators,Not Exposed,214392.33136070284,2216,0.15,0.03,0.00933951723661353
7531,"Sastres, modistos, peleteros y sombrereros","Tailors, Dressmakers, Furriers and Hatters",Not Exposed,135465.38614452176,2780,0.15,0.05,0.005901243299288878
8160,Operadores de máquinas para elaborar alimentos y productos afines,Food and Related Products Machine Operators,Not Exposed,72158.51773340223,784,0.15,0.03,0.0031434226954962846
5329,Trabajadores de los cuidados personales en servicios de salud no clasificados en otros grupos primarios,Personal Care Workers in Health Services Not Elsewhere Classified,Not Exposed,54468.51496146848,1019,0.15,0.03,0.0023727977167219746
7514,"Operarios de la conservación de frutas, legumbres, verduras y afines","Fruit, Vegetable and Related Preservers",Not Exposed,47320.68648631297,701,0.15,0.04,0.0020614187283767406
2261,Odontólogos,Dentists,Not Exposed,31532.608718814816,541,0.15,0.06,0.001373646812717768
8151,"Operadores de máquinas de preparación de fibras, hilado y devanado","Fibre Preparing, Spinning and Winding Machine Operators",Not Exposed,3785.67255137232,37,0.15,0.02,0.0001649142663887145
7413,Instaladores y reparadores de líneas eléctricas,Electrical Line Installers and Repairers,Not Exposed,2194.5355888470467,31,0.15,0.08,9.559998171723609e-05
8155,Operadores de máquinas de tratamiento de pieles y cueros,Fur and Leather Preparing Machine Operators,Not Exposed,394.3112968675241,9,0.15,0.02,1.7177280224122296e-05
9111,Personal doméstico,Domestic Cleaners and Helpers,Not Exposed,963168.2294587679,17596,0.14,0.08,0.04195824647129864
9333,Obreros y peones de carga,Freight Handlers,Not Exposed,251208.7140929787,3793,0.14,0.03,0.010943339719141357
5321,Trabajadores de los cuidados personales en instituciones,Health Care Assistants,Not Exposed,189195.80620550874,3719,0.14,0.06,0.008241887580290683
5412,Policías,Police Officers,Not Exposed,91631.78745406696,1929,0.14,0.03,0.003991731667440738
7111,Constructores de casas,House Builders,Not Exposed,70996.87932235905,1044,0.14,0.07,0.003092818544247996
5164,Cuidadores de animales,Pet Groomers and Animal Care Workers,Not Exposed,40808.14401607575,496,0.14,0.06,0.0017777145386376717
9121,Lavanderos y planchadores manuales,Hand Launderers and Pressers,Not Exposed,38776.00778300933,706,0.14,0.03,0.0016891891177169983
2250,Veterinarios,Veterinarians,Not Exposed,17643.640137771003,326,0.14,0.05,0.0007686052954295295
7125,Cristaleros,Glaziers,Not Exposed,12586.82841776323,139,0.14,0.0,0.0005483167248375936
8350,Marineros de cubierta y afines,Ships' Deck Crews and Related Workers,Not Exposed,11023.076980402035,219,0.14,0.02,0.0004801954286591285
5413,Guardianes de prisión,Prison Guards,Not Exposed,8755.619874980717,195,0.14,0.04,0.0003814187859268136
3240,Técnicos y asistentes veterinarios,Veterinary Technicians and Assistants,Not Exposed,5710.325426751159,67,0.14,0.02,0.0002487574178205444
8172,Operadores de instalaciones de procesamiento de la madera,Wood Processing Plant Operators,Not Exposed,3298.3224264512196,57,0.14,0.05,0.00014368395995434608
7516,Preparadores y elaboradores de cigarros y productos del tabaco,Tobacco Preparers and Tobacco Products Makers,Not Exposed,2470.4188394404096,29,0.14,0.06,0.00010761821183701902
7312,Fabricantes y afinadores de instrumentos musicales,Musical Instrument Makers and Tuners,Not Exposed,1147.3479241144682,16,0.14,0.02,4.998161849190079e-05
7549,"Otros oficiales, operarios y oficios relacionados no clasificados en otros grupos primarios",Craft and Related Workers not Elsewhere Classified,Not Exposed,231.74139507242367,8,0.14,0.01,1.0095289975994369e-05
9412,Ayudantes de cocina,Kitchen Helpers,Not Exposed,188925.73783723993,3505,0.13,0.02,0.008230122662373602
7212,Soldadores y oxicortadores,Welders and Flame Cutters,Not Exposed,113726.70472092723,1850,0.13,0.05,0.004954246787947588
7544,Fumigadores y otros controladores de plagas y malas hierbas,Fumigators and Other Pest and Weed Controllers,Not Exposed,89768.72746404549,840,0.13,0.04,0.003910571670815785
7131,Pintores y empapeladores,Painters and Related Workers,Not Exposed,68718.39360608242,1160,0.13,0.04,0.002993561465016272
7511,"Carniceros, pescaderos y afines","Butchers, Fishmongers and Related Food Preparers",Not Exposed,61651.16018870384,867,0.13,0.03,0.002685693418160951
7115,Carpinteros de armar y de obra blanca,Carpenters and Joiners,Not Exposed,57532.63112356228,910,0.13,0.02,0.002506279010242283
8342,"Operadores de máquinas de movimiento de tierras, construcción de vías y afines",Earthmoving and Related Plant Operators,Not Exposed,32805.41014291777,464,0.13,0.02,0.0014290935293225515
7234,Reparadores de bicicletas y afines,Bicycle and Related Repairers,Not Exposed,12629.258489276233,178,0.13,0.02,0.0005501650949809254
7121,Techadores,Roofers,Not Exposed,7795.332492507092,135,0.13,0.08,0.00033958603704166
2659,Artistas creativos e interpretativos no clasificados en otros grupos primarios,Creative and Performing Artists Not Elsewhere Classified,Not Exposed,7493.5962082832375,121,0.13,0.06,0.0003264415779580039
9332,Conductores de vehículos y maquinaria de tracción animal,Drivers of Animal-drawn Vehicles and Machinery,Not Exposed,2396.620514152893,38,0.13,0.08,0.00010440335463255883
7215,Aparejadores y empalmadores de cables,Riggers and Cable Splicers,Not Exposed,1776.1136644103499,42,0.13,0.03,7.737237651022528e-05
7211,Moldeadores y macheros,Metal Moulders and Coremakers,Not Exposed,1358.2141798637426,7,0.13,0.01,5.916753021594059e-05
7124,Instaladores de material aislante y de insonorización,Insulation Workers,Not Exposed,403.1229115841448,7,0.13,0.02,1.7561138298737e-05
6320,Trabajadores pecuarios de subsistencia,Subsistence Livestock Farmers,Not Exposed,57.013231165516096,1,0.13,0.04,2.4836525252832327e-06
9112,"Aseadores de oficinas, hoteles y otros establecimientos","Cleaners and Helpers in Offices, Hotels and Other Establishments",Not Exposed,461881.88818805374,7346,0.12,0.02,0.020120840277417788
9212,Obreros y peones de explotaciones ganaderas,Livestock Farm Labourers,Not Exposed,230169.54382020514,2209,0.12,0.03,0.010026815829692984
9214,Obreros y peones de jardinería y horticultura,Garden and Horticultural Labourers,Not Exposed,117497.67484810308,1058,0.12,0.02,0.0051185205764641166
9329,Obreros y peones de la industria manufacturera no clasificados en otros grupos primarios,Manufacturing Labourers Not Elsewhere Classified,Not Exposed,60527.85098076325,744,0.12,0.02,0.0026367589919945736
7132,Barnizadores y afines,Spray Painters and Varnishers,Not Exposed,41699.86859156142,803,0.12,0.0,0.0018165605038370912
6210,Trabajadores forestales calificados y afines,Forestry and Related Workers,Not Exposed,33124.820038674516,336,0.12,0.05,0.0014430078993377092
7533,"Costureros, bordadores y afines","Sewing, Embroidery and Related Workers",Not Exposed,21534.72644095589,353,0.12,0.02,0.0009381116736059234
8341,Operadores de maquinaria agrícola y forestal móvil,Mobile Farm and Forestry Plant Operators,Not Exposed,20680.237142101098,202,0.12,0.03,0.0009008877790547262
3413,Auxiliares laicos de las religiones,Religious Associate Professionals,Not Exposed,1222.486801559237,14,0.12,0.07,5.3254873820490584e-05
7542,Dinamiteros y pegadores,Shotfirers and Blasters,Not Exposed,600.8729259813092,3,0.12,0.05,2.6175670620304062e-05
9311,Obreros y peones de minas y canteras,Mining and Quarrying Labourers,Not Exposed,94385.97195299831,792,0.11,0.02,0.004111711488721315
