anio,filas_base,ocupados_expandido,codigos_geih_4d,codigos_correlativa_4d,cobertura_ponderada_4d,departamentos_24_presentes,muestra_ingreso_ocupados,muestra_ingreso_cobertura,archivo_tareas_oit_disponible,ocupaciones_json,codigos_json_iguales_correlativa,max_diferencia_media_anexo_vs_tareas_redondeadas,codigo_max_diferencia
2025,347184,22955397.578819677,446,427,0.9648901333502832,24,22949096.711691156,0.999725516967986,True,427,True,0.028499999999999998,7126
